'gene', 'gene_cat', 'gene_presence','gene_count','eff_binary','gene_presence_int','effector', 'busco', 'chrom','start', 'stop', 'loc_cat', 'l2f', 'padj', 'LCA', 'age_group', 'dnds', 'dup_type'
TR4_II5_T0001748,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,4683503,4684082,core,NA,NA,ascomycota,1,0.2772,0
TR4_II5_T0001752,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,4691789,4692598,core,-3.16149514362029,0.0432183502435219,ascomycota,1,0.0914,0
TR4_II5_T0001754,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,4695131,4699162,core,-0.241348895734821,0.779626841531591,all_fungi,0,0.0774,0
TR4_II5_T0001755,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,4700602,4702518,core,-2.14029993680523,0.219871202470409,ascomycota,1,0.4333,0
TR4_II5_T0001757,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,4705200,4707255,core,-0.441732425520731,0.623777793992426,all_fungi,0,0.001,0
TR4_II5_T0001759,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,4710572,4711193,core,NA,NA,hypocreales,2,0.3181,0
TR4_II5_T0001760,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,4711366,4713157,core,1.97353003426164,0.00375143487179443,all_fungi,0,0.0895,0
TR4_II5_T0001762,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,4713805,4714843,core,-0.277525329303037,0.908928445676607,all_fungi,0,0.42775,0
TR4_II5_T0001763,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,4715655,4716127,core,1.02286490252565,0.454034701683358,all_fungi,0,0.4632,0
TR4_II5_T0001766,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,4720511,4721948,core,-0.648338706265762,0.662442151850222,all_fungi,0,0.1497,0
TR4_II5_T0001771,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,4728588,4729848,core,0.0458314767135546,0.978038557151751,all_fungi,0,0.1313,0
TR4_II5_T0001772,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,4730536,4734826,core,0.13286863646702,0.921138899106834,all_fungi,0,0.0419,0
TR4_II5_T0001785,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,4765830,4767630,core,-1.52046449463107,0.00293924815287651,all_fungi,0,0.1094,0
TR4_II5_T0001786,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,4768037,4768619,core,0.47500606049028,0.692651328304993,ascomycota,1,0.04105,0
TR4_II5_T0001788,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,4776894,4777518,core,-0.775581337743666,0.716120413274396,hypocreales,2,NA,0
TR4_II5_T0001789,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,4777611,4778751,core,0.198573720895769,0.877371610984495,all_fungi,0,0.1166,0
TR4_II5_T0001793,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,4785009,4785252,core,NA,NA,hypocreales,2,0.001,0
TR4_II5_T0001794,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,4787888,4789614,core,-0.801018518234698,0.354784939698239,all_fungi,0,0.2409,0
TR4_II5_T0001799,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,4794202,4796286,core,-0.438340981002598,0.600371135950194,all_fungi,0,0.0372,0
TR4_II5_T0001800,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,4796790,4798585,core,0.391236343047039,0.626813232061144,hypocreales,2,0.0637,0
TR4_II5_T0001802,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,4800351,4801494,core,0.739942772105721,0.566944119146029,ascomycota,1,0.2148,0
TR4_II5_T0001803,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,4801889,4802856,core,-0.759279013448401,0.721700710841932,ascomycota,1,0.5205,0
TR4_II5_T0001806,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,4812069,4812369,core,NA,NA,FusOx,3,0.61755,0
TR4_II5_T0001808,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,4815029,4820113,core,0.672495444653802,0.24596723813424,all_fungi,0,0.0393,0
TR4_II5_T0001809,accessory,57.0,57.0,0,0,no_effector,no_busco,TR4_II5_Chr1,4820806,4821376,core,NA,NA,FusOx,3,1.0714,0
TR4_II5_T0001812,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,4826280,4826755,core,0.155848069386524,0.896651346889835,all_fungi,0,0.001,0
TR4_II5_T0001813,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,4827177,4828892,core,-0.842418230904954,0.26825081254356,all_fungi,0,0.0518,0
TR4_II5_T0001814,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,4829447,4830194,core,0.00371215493272136,0.997917084742942,ascomycota,1,0.001,0
TR4_II5_T0001819,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,4843150,4847107,core,-0.721674271305721,0.350700616897311,all_fungi,0,0.6856,0
TR4_II5_T0001821,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,4853093,4853441,core,3.73981742680514,NA,FusOx,3,0.001,0
TR4_II5_T0001824,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,4871396,4872732,core,NA,NA,FusOx,3,NA,0
TR4_II5_T0001828,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,4882781,4885040,core,-0.925181728973217,0.592649545728587,all_fungi,0,0.001,0
TR4_II5_T0001832,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,4896820,4897596,core,NA,NA,hypocreales,2,NA,0
TR4_II5_T0001833,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,4898585,4899137,core,NA,NA,hypocreales,2,NA,0
TR4_II5_T0001836,softcore,67.0,67.0,0,0,no_effector,no_busco,TR4_II5_Chr1,4901510,4902574,core,NA,NA,hypocreales,2,0.6816,0
TR4_II5_T0001837,softcore,68.0,68.0,0,0,no_effector,no_busco,TR4_II5_Chr1,4903975,4904278,core,-1.00335840559358,0.623728183575514,FusOx,3,0.7919,0
TR4_II5_T0001838,softcore,68.0,68.0,0,0,no_effector,no_busco,TR4_II5_Chr1,4904321,4904825,core,-1.06876727919882,0.596262926230269,hypocreales,2,0.5415,0
TR4_II5_T0001839,softcore,68.0,68.0,0,0,no_effector,no_busco,TR4_II5_Chr1,4905048,4905532,core,1.31038732418782,0.3489019150834,FusOx,3,NA,0
TR4_II5_T0001841,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,4911611,4912028,core,3.97269160997686,3.01557825992574e-35,all_fungi,0,0.35855000000000004,0
TR4_II5_T0001842,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,4912541,4914481,core,-0.493799049710106,0.263798339950486,all_fungi,0,0.001,0
TR4_II5_T0001843,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,4914810,4918893,core,-1.0375377402149,0.109058099134177,ascomycota,1,0.3325,0
TR4_II5_T0001846,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,4920764,4924719,core,-0.879730700350877,0.0302045490038004,all_fungi,0,0.0162,0
TR4_II5_T0001850,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,4927623,4928456,core,0.232748807167189,0.901227736503893,FusOx,3,NA,0
TR4_II5_T0001853,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,4932174,4933878,core,-0.561675851676146,0.808911126715532,hypocreales,2,NA,0
TR4_II5_T0001854,core,69.0,69.0,69,0,effector,no_busco,TR4_II5_Chr1,4934365,4935085,core,-0.891902024217708,0.449329213212549,hypocreales,2,0.001,0
TR4_II5_T0001861,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,4947695,4949260,core,-0.953212275440126,0.41207465379653,ascomycota,1,0.1136,0
TR4_II5_T0001866,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,4962689,4964932,core,0.0506068169545269,0.976207631749778,ascomycota,1,0.2708,0
TR4_II5_T0001868,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,4969397,4971358,core,-0.718679425305371,0.331519754307759,all_fungi,0,0.0382,0
TR4_II5_T0001869,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,4975813,4976914,core,2.32783713235676,6.63718297552465e-10,all_fungi,0,0.0798,0
TR4_II5_T0001874,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,4984877,4985705,core,0.0044052255294208,0.997720972898494,all_fungi,0,0.1134,0
TR4_II5_T0001883,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,5015098,5018671,core,1.12599533477515,0.0106235274571933,hypocreales,2,0.2658,0
TR4_II5_T0001886,softcore,68.0,68.0,0,0,no_effector,no_busco,TR4_II5_Chr1,5019047,5019412,core,-0.273490520688346,0.797259755127243,hypocreales,2,0.5446,0
TR4_II5_T0001887,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,5020350,5020866,core,1.35807258025362,0.480337647783707,hypocreales,2,NA,0
TR4_II5_T0001892,core,69.0,70.0,0,68,no_effector,busco,TR4_II5_Chr1,5027988,5029137,core,0.0697730277237866,0.943342200084704,ascomycota,1,NA,0
TR4_II5_T0001896,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,5033832,5034662,core,-1.35816097758006,0.501273576144399,all_fungi,0,0.001,0
TR4_II5_T0001898,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,5036511,5038812,core,-0.806087820911694,0.320510335164939,all_fungi,0,0.075,0
TR4_II5_T0001899,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,5037900,5038808,core,NA,NA,all_fungi,0,0.2706,0
TR4_II5_T0001900,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,5038908,5041306,core,-0.152611882080907,0.943765927732746,ascomycota,1,0.3182,0
TR4_II5_T0001907,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,5048307,5053447,core,-0.289299730307863,0.633440280548003,ascomycota,1,0.6363,0
TR4_II5_T0001911,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,5059208,5060759,core,-0.746345172042994,0.723957359557467,all_fungi,0,0.3178,0
TR4_II5_T0001917,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,5075208,5077233,core,-0.71877635857084,0.0827503189857627,ascomycota,1,0.001,0
TR4_II5_T0001918,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,5077260,5078276,core,0.0984961077757709,0.930017413361052,all_fungi,0,0.001,0
TR4_II5_T0001920,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,5080632,5081884,core,-0.476493838262615,0.207728759205525,all_fungi,0,0.1647,0
TR4_II5_T0001924,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,5100772,5101676,core,0.235017829471478,0.923676591894196,hypocreales,2,0.4188,0
TR4_II5_T0001925,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,5102454,5104114,core,-0.972719739295044,0.117229073595997,all_fungi,0,0.1732,0
TR4_II5_T0001927,core,69.0,70.0,0,68,no_effector,busco,TR4_II5_Chr1,5105121,5110207,core,-0.145243200015144,0.855202315623547,all_fungi,0,0.1782,0
TR4_II5_T0001928,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,5108142,5109669,core,2.87650105893272,NA,ascomycota,1,0.6316,0
TR4_II5_T0001932,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,5113366,5115089,core,3.60427454738955,NA,hypocreales,2,0.4664,0
TR4_II5_T0001941,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,5128237,5131462,core,-0.997889382221079,0.459801205055645,ascomycota,1,NA,0
TR4_II5_T0001942,core,69.0,70.0,0,68,no_effector,busco,TR4_II5_Chr1,5131944,5133913,core,-0.987543518322837,0.566598723435343,ascomycota,1,0.4339,0
TR4_II5_T0001943,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,5135129,5136173,core,1.40078196247924,0.00274690376767707,ascomycota,1,0.001,0
TR4_II5_T0001949,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,5157464,5157818,core,NA,NA,FusOx,3,NA,0
TR4_II5_T0001955,core,69.0,69.0,69,0,effector,no_busco,TR4_II5_Chr1,5167771,5168485,core,0.395875289372554,0.540010532938922,ascomycota,1,NA,0
TR4_II5_T0001957,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,5170693,5171253,core,1.36346100551716,0.295205999049418,hypocreales,2,1.0805,0
TR4_II5_T0001962,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,5184592,5185412,core,-0.118543082746571,0.909881005903757,all_fungi,0,NA,0
TR4_II5_T0001963,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,5186026,5190889,core,-0.261618155802334,0.599598584433127,hypocreales,2,NA,0
TR4_II5_T0001964,core,69.0,70.0,0,68,no_effector,busco,TR4_II5_Chr1,5191305,5194871,core,-0.367008291002358,0.648804627319308,all_fungi,0,NA,0
TR4_II5_T0001965,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,5195061,5196968,core,-0.0448472545293068,0.984793587734512,all_fungi,0,0.184,0
TR4_II5_T0001966,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,5197192,5197975,core,0.828413307780168,0.706392181390048,all_fungi,0,0.001,0
TR4_II5_T0001967,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,5198354,5199491,core,0.0436041968462097,0.984793587734512,hypocreales,2,0.5968,0
TR4_II5_T0001973,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,5207604,5209419,core,-0.89827228201598,0.29170497583028,all_fungi,0,0.1428,0
TR4_II5_T0001978,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,5216330,5217233,core,-0.188274180905048,0.915649542006833,all_fungi,0,0.1597,0
TR4_II5_T0001979,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,5217449,5218071,core,0.827058480126256,0.558797319317468,all_fungi,0,0.001,0
TR4_II5_T0001980,softcore,68.0,68.0,0,68,no_effector,busco,TR4_II5_Chr1,5218514,5220086,core,0.0698558969976226,0.93032962561323,all_fungi,0,0.001,0
TR4_II5_T0001983,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,5222499,5225432,core,-0.0575137269371939,0.965057938558931,ascomycota,1,0.1903,0
TR4_II5_T0001991,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,5241998,5242606,core,-0.804121298897866,0.703144318042697,all_fungi,0,0.1505,0
TR4_II5_T0001994,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,5247980,5249062,core,0.581840476332856,0.703144318042697,all_fungi,0,0.30545,0
TR4_II5_T0001995,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,5249329,5250088,core,-1.3614246948268,0.236644757376617,all_fungi,0,0.267,0
TR4_II5_T0001998,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,5252989,5259044,core,-0.442152932738711,0.522246370831876,all_fungi,0,0.08735,0
TR4_II5_T0001999,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,5259043,5261758,core,-0.315157293045442,0.612328215374731,all_fungi,0,0.0716,0
TR4_II5_T0002001,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,5259307,5259681,core,NA,NA,all_fungi,0,0.001,0
TR4_II5_T0002002,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,5263799,5265326,core,-0.245565389275062,0.884433170941646,all_fungi,0,0.001,0
TR4_II5_T0002003,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,5265607,5266459,core,0.157800976064601,0.92724327620071,all_fungi,0,0.001,0
TR4_II5_T0002004,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,5266725,5268740,core,0.126883796444807,0.934574181711928,all_fungi,0,0.001,0
TR4_II5_T0002005,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,5269292,5269802,core,1.37322458069488,0.0805578561681393,ascomycota,1,0.001,0
TR4_II5_T0002013,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,5297575,5304044,core,-0.994866204334598,0.0336978440011114,all_fungi,0,NA,0
TR4_II5_T0002016,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,5307609,5308047,core,-0.544742736413351,0.145207988665896,ascomycota,1,0.05985,0
TR4_II5_T0002019,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,5312889,5313840,core,1.88442562625576,0.369555449212677,hypocreales,2,NA,0
TR4_II5_T0002020,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,5314150,5316004,core,0.998152614895405,0.563713157291501,all_fungi,0,0.1388,0
TR4_II5_T0002021,core,69.0,70.0,0,0,no_effector,no_busco,TR4_II5_Chr1,5316555,5319275,core,-0.52451450808181,0.522520154089911,ascomycota,1,0.41995,0
TR4_II5_T0002023,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,5320939,5321826,core,4.11736134749723,0.00551544054621066,hypocreales,2,0.2977,0
TR4_II5_T0002024,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,5322082,5326525,core,-0.457293693708795,0.456252961112212,all_fungi,0,NA,0
TR4_II5_T0002026,core,69.0,70.0,0,68,no_effector,busco,TR4_II5_Chr1,5326810,5334936,core,-2.04505548736364,0.0642686292779709,all_fungi,0,0.2559,0
TR4_II5_T0002027,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,5333052,5334937,core,-0.880390450189746,0.123575844086126,all_fungi,0,0.001,0
TR4_II5_T0002028,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,5335118,5342191,core,-0.35638457986181,0.484291324257767,ascomycota,1,0.0685,0
TR4_II5_T0002030,softcore,68.0,68.0,0,0,no_effector,no_busco,TR4_II5_Chr1,5335291,5335859,core,1.15764234172491,0.449607210715339,all_fungi,0,0.0026,0
TR4_II5_T0002031,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,5343974,5345931,core,-2.66344944425609,0.105283393438163,all_fungi,0,0.1172,0
TR4_II5_T0002033,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,5346192,5350771,core,-0.191460059070529,0.710314666611015,all_fungi,0,0.17820000000000003,0
TR4_II5_T0002038,core,69.0,69.0,0,69,no_effector,busco,TR4_II5_Chr1,5356674,5360666,core,-0.120687113083771,0.885745163716499,all_fungi,0,0.135,0
TR4_II5_T0002039,core,69.0,69.0,0,0,no_effector,no_busco,TR4_II5_Chr1,5358881,5361521,core,-1.67145279266388,0.429381677362677,hypocreales,2,0.1619,0
TR4_II5_T0002041,core,69.0,69.0,0,68,no_effector,busco,TR4_II5_Chr1,5371822,5372387,core,-0.204640440383126,0.904056368652289,all_fungi,0,0.001,0
